pace,shooting,passing,dribbling,defending,physic,player_positions,Role
,,,,,,GK,Goalkeeper
58.0,34.0,43.0,60.0,68.0,52.0,"CB, LB",Defender
66.0,54.0,61.0,63.0,59.0,73.0,CM,Midfielder
81.0,62.0,55.0,66.0,34.0,55.0,RW,Forward
71.0,59.0,55.0,68.0,30.0,50.0,RW,Forward
82.0,33.0,52.0,61.0,59.0,65.0,"RB, RWB, RM",Defender
66.0,63.0,64.0,66.0,51.0,62.0,"LW, CAM",Midfielder
,,,,,,GK,Goalkeeper
72.0,32.0,54.0,61.0,60.0,57.0,"LB, LWB",Defender
66.0,29.0,41.0,47.0,65.0,69.0,CB,Defender
60.0,36.0,54.0,54.0,66.0,59.0,CDM,Midfielder
73.0,47.0,56.0,63.0,58.0,58.0,LB,Defender
70.0,55.0,59.0,66.0,59.0,64.0,"LM, RB, CM",Defender
79.0,49.0,56.0,73.0,22.0,35.0,"LM, RM",Midfielder
81.0,60.0,60.0,67.0,34.0,59.0,"CAM, CM, RM",Midfielder
59.0,25.0,47.0,51.0,68.0,64.0,"CB, CDM",Defender
73.0,65.0,53.0,65.0,26.0,56.0,"ST, LW",Forward
80.0,59.0,61.0,67.0,47.0,59.0,"CAM, CM",Midfielder
48.0,58.0,56.0,62.0,63.0,59.0,CDM,Midfielder
80.0,62.0,49.0,65.0,35.0,60.0,"ST, CAM, LW",Midfielder
,,,,,,GK,Goalkeeper
89.0,55.0,53.0,68.0,27.0,57.0,LW,Forward
69.0,44.0,53.0,58.0,62.0,76.0,CB,Defender
59.0,61.0,62.0,65.0,51.0,54.0,CAM,Midfielder
64.0,28.0,50.0,55.0,64.0,70.0,"CB, RB",Defender
54.0,33.0,38.0,47.0,65.0,67.0,CB,Defender
58.0,32.0,39.0,43.0,64.0,67.0,CB,Defender
51.0,31.0,42.0,50.0,64.0,71.0,CB,Defender
70.0,33.0,41.0,50.0,64.0,67.0,"CB, LB, RB",Defender
68.0,53.0,59.0,64.0,61.0,69.0,"CDM, CM",Midfielder
67.0,51.0,63.0,62.0,57.0,67.0,"CDM, CM",Midfielder
83.0,62.0,51.0,59.0,36.0,67.0,"ST, CF, RW",Forward
73.0,34.0,52.0,57.0,61.0,61.0,RB,Defender
75.0,36.0,55.0,61.0,59.0,60.0,"LB, RB",Defender
74.0,36.0,56.0,63.0,60.0,63.0,"LB, CDM",Defender
75.0,57.0,59.0,63.0,54.0,75.0,"RM, LM, RWB",Defender
79.0,62.0,57.0,60.0,27.0,68.0,ST,Forward
71.0,46.0,61.0,62.0,61.0,61.0,"CDM, CM",Midfielder
64.0,25.0,41.0,45.0,64.0,69.0,CB,Defender
68.0,60.0,63.0,63.0,49.0,64.0,RM,Midfielder
58.0,49.0,54.0,61.0,61.0,74.0,CDM,Midfielder
72.0,60.0,61.0,63.0,41.0,56.0,"LM, LW, CF",Midfielder
52.0,52.0,59.0,63.0,61.0,71.0,"CM, CDM",Midfielder
93.0,58.0,54.0,67.0,28.0,63.0,"LM, ST",Midfielder
80.0,56.0,54.0,68.0,32.0,54.0,LM,Midfielder
66.0,60.0,63.0,67.0,56.0,66.0,CM,Midfielder
60.0,58.0,62.0,71.0,37.0,38.0,"LM, RM, CAM",Midfielder
77.0,52.0,60.0,68.0,57.0,67.0,CM,Midfielder
66.0,28.0,40.0,42.0,65.0,68.0,CB,Defender
69.0,29.0,45.0,54.0,65.0,63.0,"CB, RB",Defender
66.0,52.0,64.0,63.0,62.0,66.0,LM,Midfielder
72.0,39.0,51.0,54.0,63.0,74.0,"CB, CM",Defender
53.0,41.0,55.0,57.0,64.0,71.0,CB,Defender
63.0,28.0,43.0,55.0,63.0,70.0,CB,Defender
80.0,56.0,53.0,68.0,25.0,50.0,"RW, LW",Forward
61.0,64.0,50.0,58.0,24.0,72.0,ST,Forward
66.0,65.0,45.0,60.0,24.0,71.0,ST,Forward
67.0,35.0,45.0,48.0,64.0,73.0,CB,Defender
78.0,48.0,57.0,64.0,59.0,63.0,"LB, LM",Defender
82.0,62.0,56.0,65.0,34.0,67.0,"LM, ST, LW",Midfielder
72.0,69.0,56.0,65.0,37.0,79.0,"CF, ST",Forward
73.0,47.0,61.0,65.0,60.0,71.0,"CM, CDM, RB",Defender
40.0,22.0,40.0,40.0,66.0,57.0,CB,Defender
76.0,62.0,44.0,66.0,24.0,57.0,"ST, RM, LM",Midfielder
,,,,,,GK,Goalkeeper
72.0,57.0,61.0,69.0,51.0,64.0,"CM, RM, CAM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
46.0,44.0,58.0,58.0,60.0,71.0,"CDM, CM",Midfielder
71.0,57.0,61.0,67.0,60.0,57.0,"CDM, CM",Midfielder
75.0,63.0,61.0,63.0,53.0,70.0,"LW, LM, ST",Midfielder
75.0,62.0,51.0,66.0,21.0,61.0,"ST, LW",Forward
82.0,60.0,55.0,68.0,31.0,43.0,RM,Midfielder
65.0,52.0,60.0,65.0,59.0,67.0,"LB, LM",Defender
86.0,57.0,59.0,65.0,53.0,66.0,LWB,Defender
67.0,56.0,60.0,66.0,50.0,67.0,"LM, CM",Midfielder
66.0,41.0,58.0,61.0,60.0,67.0,"CDM, CM, RB",Defender
72.0,47.0,53.0,58.0,61.0,74.0,"RB, LB, CB",Defender
71.0,63.0,47.0,65.0,30.0,69.0,ST,Forward
68.0,58.0,64.0,68.0,60.0,70.0,"CM, CDM",Midfielder
67.0,61.0,50.0,58.0,25.0,76.0,"ST, RM, RW",Midfielder
,,,,,,GK,Goalkeeper
76.0,45.0,57.0,60.0,59.0,67.0,"LB, LM",Defender
77.0,42.0,57.0,64.0,54.0,63.0,"LB, LM",Defender
73.0,62.0,44.0,54.0,36.0,73.0,ST,Forward
,,,,,,GK,Goalkeeper
66.0,64.0,56.0,70.0,24.0,55.0,"ST, RW, LW",Forward
46.0,37.0,40.0,43.0,65.0,67.0,CB,Defender
74.0,59.0,58.0,70.0,43.0,64.0,"CAM, LW",Midfielder
89.0,56.0,53.0,67.0,30.0,59.0,"LW, RW, ST",Forward
73.0,65.0,62.0,65.0,27.0,67.0,"CAM, ST",Midfielder
70.0,46.0,59.0,62.0,62.0,74.0,"CDM, CB, CM",Defender
71.0,64.0,56.0,65.0,21.0,62.0,"ST, RW",Forward
68.0,34.0,42.0,47.0,61.0,80.0,"CB, LB, LWB",Defender
79.0,50.0,61.0,62.0,58.0,54.0,"LB, LM",Defender
66.0,63.0,56.0,63.0,25.0,64.0,ST,Forward
77.0,55.0,58.0,59.0,58.0,60.0,"LB, LWB, LM",Defender
,,,,,,GK,Goalkeeper
63.0,32.0,53.0,59.0,62.0,70.0,"CB, CDM",Defender
,,,,,,GK,Goalkeeper
78.0,58.0,57.0,63.0,29.0,53.0,"LM, CAM",Midfielder
60.0,25.0,41.0,44.0,65.0,67.0,"CB, LB",Defender
64.0,34.0,48.0,42.0,61.0,72.0,"CB, LB",Defender
71.0,26.0,48.0,59.0,64.0,68.0,"CB, LB",Defender
71.0,66.0,55.0,68.0,19.0,53.0,ST,Forward
73.0,63.0,51.0,60.0,25.0,63.0,ST,Forward
85.0,56.0,56.0,64.0,55.0,59.0,"RB, RW",Defender
,,,,,,GK,Goalkeeper
50.0,39.0,50.0,55.0,64.0,63.0,CB,Defender
56.0,44.0,62.0,65.0,61.0,58.0,"CM, CDM",Midfielder
84.0,48.0,64.0,69.0,56.0,59.0,"CM, CDM",Midfielder
53.0,39.0,58.0,63.0,62.0,62.0,"CDM, CM",Midfielder
72.0,40.0,57.0,58.0,61.0,60.0,"RB, CB, RM",Defender
76.0,35.0,56.0,54.0,61.0,45.0,"RB, CB",Defender
,,,,,,GK,Goalkeeper
80.0,63.0,56.0,63.0,40.0,68.0,"ST, RW",Forward
65.0,66.0,63.0,66.0,42.0,58.0,"CAM, LM, RM",Midfielder
67.0,55.0,60.0,65.0,58.0,63.0,"LM, RM, LB",Defender
70.0,59.0,60.0,67.0,25.0,49.0,"CF, CAM, ST",Midfielder
78.0,55.0,65.0,69.0,59.0,49.0,LB,Defender
53.0,27.0,43.0,43.0,63.0,75.0,CB,Defender
81.0,25.0,35.0,37.0,64.0,73.0,CB,Defender
71.0,31.0,59.0,62.0,59.0,65.0,LB,Defender
69.0,66.0,43.0,57.0,24.0,68.0,ST,Forward
78.0,62.0,46.0,69.0,23.0,55.0,"LW, ST, RW",Forward
81.0,57.0,57.0,69.0,26.0,43.0,"LW, LM, RM",Midfielder
74.0,63.0,53.0,64.0,27.0,60.0,"ST, CAM",Midfielder
63.0,35.0,54.0,62.0,61.0,57.0,RB,Defender
78.0,50.0,64.0,70.0,56.0,46.0,"CAM, CM",Midfielder
71.0,57.0,64.0,64.0,38.0,59.0,"LM, CM",Midfielder
71.0,41.0,59.0,67.0,61.0,67.0,"CDM, CM",Midfielder
82.0,61.0,56.0,64.0,28.0,63.0,"RW, LW, ST",Forward
66.0,57.0,59.0,66.0,47.0,68.0,"CF, ST, CAM",Midfielder
76.0,63.0,56.0,62.0,25.0,59.0,"ST, RM",Midfielder
83.0,62.0,54.0,68.0,33.0,56.0,"ST, RM",Midfielder
52.0,63.0,67.0,69.0,38.0,59.0,CM,Midfielder
63.0,52.0,64.0,66.0,61.0,63.0,"CDM, CM",Midfielder
70.0,56.0,58.0,70.0,28.0,52.0,RW,Forward
78.0,62.0,54.0,66.0,22.0,57.0,ST,Forward
78.0,53.0,64.0,71.0,55.0,56.0,CM,Midfielder
54.0,62.0,43.0,59.0,26.0,85.0,ST,Forward
41.0,27.0,41.0,41.0,60.0,78.0,CB,Defender
78.0,59.0,57.0,63.0,40.0,63.0,"ST, CF",Forward
78.0,58.0,54.0,59.0,58.0,76.0,RB,Defender
78.0,31.0,52.0,59.0,59.0,59.0,"LB, CB",Defender
,,,,,,GK,Goalkeeper
64.0,57.0,66.0,67.0,54.0,64.0,"CM, LM, RM",Midfielder
73.0,58.0,58.0,64.0,62.0,74.0,"CM, CDM",Midfielder
50.0,59.0,62.0,66.0,59.0,60.0,"CM, CAM, CDM",Midfielder
67.0,61.0,58.0,69.0,27.0,47.0,"RW, LW",Forward
73.0,59.0,62.0,66.0,60.0,66.0,"CM, RW",Midfielder
53.0,31.0,45.0,45.0,67.0,65.0,CB,Defender
79.0,54.0,57.0,70.0,31.0,50.0,LW,Forward
,,,,,,GK,Goalkeeper
64.0,53.0,62.0,66.0,53.0,48.0,"CM, CAM",Midfielder
77.0,40.0,51.0,55.0,59.0,74.0,"RB, CB",Defender
78.0,57.0,60.0,68.0,30.0,41.0,"RM, CAM, LM",Midfielder
82.0,33.0,50.0,60.0,58.0,63.0,LB,Defender
68.0,63.0,56.0,64.0,23.0,70.0,"RM, LM, CAM",Midfielder
61.0,57.0,64.0,65.0,60.0,64.0,"CM, CDM",Midfielder
61.0,64.0,52.0,57.0,32.0,63.0,"ST, CF",Forward
75.0,61.0,63.0,61.0,54.0,57.0,"RM, RW, CM",Midfielder
84.0,62.0,57.0,65.0,34.0,72.0,"ST, LM, RM",Midfielder
66.0,58.0,60.0,67.0,56.0,62.0,"CM, CDM",Midfielder
90.0,59.0,37.0,63.0,22.0,58.0,"ST, RM, LM",Midfielder
61.0,26.0,48.0,59.0,63.0,70.0,"RB, LB",Defender
71.0,39.0,52.0,65.0,60.0,57.0,RB,Defender
61.0,28.0,39.0,49.0,62.0,72.0,CB,Defender
74.0,63.0,45.0,63.0,21.0,60.0,ST,Forward
,,,,,,GK,Goalkeeper
72.0,26.0,55.0,61.0,61.0,46.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
70.0,61.0,58.0,70.0,62.0,70.0,"CM, CDM",Midfielder
71.0,53.0,63.0,66.0,49.0,61.0,"CAM, CM",Midfielder
58.0,47.0,62.0,68.0,58.0,62.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
55.0,41.0,53.0,57.0,62.0,77.0,"CB, CDM",Defender
75.0,46.0,61.0,64.0,58.0,57.0,"RB, LB",Defender
74.0,56.0,60.0,63.0,36.0,59.0,"LM, CAM, RM",Midfielder
,,,,,,GK,Goalkeeper
66.0,58.0,61.0,63.0,59.0,69.0,"CDM, CM",Midfielder
70.0,60.0,63.0,66.0,44.0,65.0,"CAM, LW, ST",Midfielder
60.0,32.0,53.0,50.0,61.0,60.0,"LB, LM",Defender
71.0,58.0,62.0,66.0,35.0,63.0,"CAM, CF",Midfielder
53.0,26.0,38.0,48.0,66.0,60.0,CB,Defender
65.0,38.0,53.0,52.0,62.0,78.0,CB,Defender
54.0,35.0,46.0,56.0,64.0,69.0,CB,Defender
81.0,35.0,57.0,64.0,59.0,55.0,"LWB, LB",Defender
69.0,60.0,62.0,69.0,41.0,44.0,"CAM, RM",Midfielder
74.0,50.0,61.0,68.0,60.0,55.0,CM,Midfielder
71.0,64.0,42.0,65.0,19.0,61.0,ST,Forward
83.0,52.0,50.0,69.0,57.0,62.0,"LB, RB",Defender
82.0,52.0,59.0,63.0,56.0,58.0,LWB,Defender
67.0,49.0,57.0,64.0,60.0,68.0,CDM,Midfielder
76.0,59.0,53.0,68.0,22.0,61.0,RM,Midfielder
75.0,47.0,60.0,71.0,59.0,53.0,"CM, CAM",Midfielder
82.0,63.0,56.0,66.0,36.0,66.0,"ST, RM",Midfielder
68.0,48.0,59.0,60.0,64.0,69.0,"CB, LB",Defender
79.0,48.0,58.0,64.0,55.0,67.0,RB,Defender
,,,,,,GK,Goalkeeper
77.0,52.0,57.0,63.0,57.0,65.0,"RB, RM",Defender
65.0,28.0,49.0,58.0,64.0,60.0,"RB, CB",Defender
81.0,46.0,59.0,61.0,56.0,63.0,"RB, RWB, RW",Defender
74.0,41.0,56.0,60.0,59.0,66.0,RB,Defender
70.0,58.0,63.0,64.0,61.0,70.0,"CM, CDM, RM",Midfielder
70.0,63.0,61.0,66.0,42.0,60.0,"CAM, LW",Midfielder
72.0,61.0,60.0,65.0,38.0,60.0,"RM, CAM, LM",Midfielder
82.0,57.0,61.0,65.0,36.0,62.0,"CAM, ST",Midfielder
60.0,36.0,41.0,39.0,64.0,68.0,CB,Defender
65.0,58.0,60.0,65.0,59.0,60.0,"CM, CDM",Midfielder
58.0,27.0,40.0,44.0,64.0,71.0,CB,Defender
79.0,57.0,57.0,63.0,56.0,68.0,"RB, LB",Defender
75.0,30.0,53.0,59.0,61.0,69.0,"LB, CB",Defender
68.0,47.0,56.0,61.0,60.0,72.0,"CDM, CM",Midfielder
69.0,24.0,53.0,62.0,59.0,65.0,"LB, CB",Defender
87.0,62.0,56.0,65.0,21.0,55.0,"LM, RM, CAM",Midfielder
,,,,,,GK,Goalkeeper
53.0,29.0,41.0,43.0,64.0,71.0,CB,Defender
70.0,56.0,58.0,64.0,62.0,67.0,"CDM, CM",Midfielder
49.0,40.0,48.0,51.0,65.0,66.0,CB,Defender
82.0,58.0,61.0,67.0,36.0,47.0,"CAM, RM",Midfielder
61.0,48.0,60.0,64.0,53.0,66.0,CM,Midfielder
82.0,56.0,60.0,67.0,33.0,52.0,"RM, RW",Midfielder
70.0,66.0,63.0,65.0,52.0,61.0,"CM, CDM",Midfielder
54.0,26.0,45.0,50.0,63.0,78.0,CB,Defender
68.0,60.0,59.0,64.0,56.0,60.0,"CAM, CM",Midfielder
,,,,,,GK,Goalkeeper
75.0,59.0,61.0,67.0,28.0,47.0,"LM, CAM, RM",Midfielder
72.0,56.0,54.0,59.0,63.0,77.0,"CB, RB",Defender
64.0,40.0,56.0,63.0,61.0,67.0,"CDM, CM",Midfielder
77.0,59.0,58.0,63.0,56.0,65.0,"LB, LM, LW",Defender
75.0,58.0,59.0,67.0,47.0,65.0,"CAM, LW, CM",Midfielder
55.0,47.0,58.0,62.0,61.0,68.0,"CDM, CM",Midfielder
74.0,43.0,48.0,60.0,60.0,60.0,RB,Defender
72.0,64.0,66.0,66.0,37.0,47.0,"ST, CAM",Midfielder
80.0,31.0,55.0,64.0,58.0,60.0,LB,Defender
55.0,43.0,63.0,59.0,59.0,63.0,"CDM, CM",Midfielder
74.0,65.0,44.0,63.0,26.0,55.0,"ST, CF",Forward
67.0,37.0,53.0,60.0,60.0,63.0,"LB, LWB",Defender
60.0,44.0,59.0,62.0,60.0,74.0,"RB, CDM",Defender
57.0,52.0,63.0,63.0,58.0,66.0,CM,Midfielder
73.0,53.0,65.0,64.0,60.0,63.0,"CM, RM",Midfielder
61.0,33.0,47.0,51.0,64.0,66.0,CB,Defender
72.0,51.0,60.0,65.0,59.0,74.0,"CM, CAM",Midfielder
71.0,45.0,59.0,59.0,60.0,60.0,"RB, RM, CM",Defender
,,,,,,GK,Goalkeeper
74.0,47.0,59.0,65.0,59.0,59.0,"LWB, RWB",Defender
67.0,53.0,60.0,65.0,58.0,64.0,"CM, CDM",Midfielder
58.0,54.0,63.0,64.0,56.0,58.0,"CM, CDM",Midfielder
56.0,32.0,46.0,46.0,61.0,78.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
67.0,64.0,52.0,63.0,29.0,68.0,"ST, CF",Forward
70.0,51.0,63.0,65.0,61.0,60.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
56.0,48.0,57.0,59.0,61.0,68.0,"CDM, CM",Midfielder
62.0,57.0,64.0,66.0,41.0,51.0,"RM, LM",Midfielder
64.0,31.0,54.0,54.0,65.0,62.0,CB,Defender
56.0,35.0,51.0,55.0,61.0,77.0,"CDM, CM, CB",Defender
70.0,42.0,54.0,58.0,61.0,73.0,"LB, LWB",Defender
62.0,26.0,42.0,38.0,64.0,64.0,"CB, LB",Defender
79.0,57.0,59.0,62.0,59.0,72.0,"CDM, CM, RM",Midfielder
,,,,,,GK,Goalkeeper
59.0,37.0,42.0,44.0,62.0,75.0,CB,Defender
51.0,34.0,57.0,51.0,66.0,53.0,"RB, CB, LB",Defender
78.0,52.0,60.0,64.0,35.0,54.0,"LW, RW",Forward
82.0,61.0,56.0,64.0,32.0,67.0,"RM, LM, ST",Midfielder
68.0,37.0,58.0,59.0,63.0,63.0,CDM,Midfielder
78.0,39.0,54.0,59.0,63.0,68.0,CB,Defender
70.0,39.0,59.0,60.0,62.0,62.0,"RB, CDM",Defender
83.0,57.0,58.0,65.0,42.0,60.0,"RW, LW",Forward
77.0,55.0,56.0,64.0,52.0,71.0,"CM, CAM",Midfielder
28.0,36.0,50.0,46.0,66.0,65.0,CB,Defender
63.0,52.0,55.0,62.0,64.0,66.0,CDM,Midfielder
66.0,51.0,63.0,61.0,57.0,66.0,"CM, CDM",Midfielder
61.0,62.0,57.0,62.0,60.0,69.0,CM,Midfielder
74.0,68.0,54.0,68.0,24.0,56.0,"CAM, ST",Midfielder
56.0,39.0,45.0,52.0,65.0,64.0,CB,Defender
57.0,46.0,54.0,54.0,61.0,67.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
75.0,63.0,60.0,64.0,38.0,61.0,"RW, LW, RM",Midfielder
68.0,63.0,57.0,62.0,33.0,59.0,ST,Forward
71.0,53.0,57.0,65.0,33.0,61.0,"RM, RW",Midfielder
64.0,66.0,45.0,62.0,25.0,42.0,ST,Forward
67.0,45.0,57.0,64.0,60.0,64.0,"RB, RM",Defender
76.0,60.0,61.0,66.0,30.0,52.0,"LW, RW",Forward
61.0,39.0,52.0,57.0,63.0,74.0,CB,Defender
61.0,36.0,59.0,51.0,64.0,67.0,"LB, CDM",Defender
64.0,43.0,56.0,62.0,65.0,69.0,"CDM, CM",Midfielder
73.0,41.0,52.0,56.0,59.0,74.0,LB,Defender
62.0,33.0,47.0,50.0,66.0,66.0,CB,Defender
76.0,49.0,59.0,65.0,59.0,61.0,"CDM, CB, CM",Defender
76.0,40.0,54.0,58.0,57.0,71.0,RB,Defender
67.0,42.0,49.0,59.0,60.0,73.0,"LB, CB",Defender
76.0,56.0,58.0,66.0,50.0,54.0,"LW, RW",Forward
65.0,67.0,57.0,63.0,44.0,65.0,"ST, CAM",Midfielder
64.0,51.0,62.0,62.0,56.0,52.0,RM,Midfielder
87.0,57.0,54.0,68.0,26.0,51.0,"LW, LM, RM",Midfielder
87.0,46.0,54.0,53.0,56.0,50.0,"LB, LM",Defender
73.0,57.0,62.0,66.0,55.0,60.0,"CM, LW",Midfielder
53.0,50.0,58.0,59.0,60.0,75.0,"CDM, CM",Midfielder
70.0,62.0,55.0,63.0,25.0,54.0,"RW, ST",Forward
74.0,57.0,62.0,64.0,23.0,48.0,LM,Midfielder
68.0,64.0,59.0,62.0,54.0,59.0,"LM, ST, LW",Midfielder
71.0,48.0,57.0,60.0,62.0,65.0,"RB, CB, CDM",Defender
68.0,66.0,46.0,60.0,23.0,68.0,ST,Forward
,,,,,,GK,Goalkeeper
71.0,61.0,67.0,69.0,52.0,54.0,"CM, LM",Midfielder
,,,,,,GK,Goalkeeper
61.0,55.0,64.0,65.0,60.0,59.0,"CDM, CM, CAM",Midfielder
75.0,55.0,57.0,63.0,23.0,52.0,"LW, LM, RM",Midfielder
66.0,49.0,62.0,65.0,56.0,65.0,"CM, CDM",Midfielder
52.0,30.0,40.0,42.0,65.0,67.0,CB,Defender
64.0,66.0,49.0,58.0,28.0,63.0,ST,Forward
48.0,27.0,46.0,46.0,64.0,67.0,CB,Defender
66.0,39.0,49.0,52.0,63.0,73.0,"CDM, CB",Defender
73.0,53.0,68.0,61.0,40.0,49.0,"CAM, LM, RM",Midfielder
61.0,24.0,41.0,34.0,65.0,71.0,CB,Defender
,,,,,,GK,Goalkeeper
69.0,35.0,54.0,60.0,61.0,65.0,"RWB, RB",Defender
58.0,35.0,43.0,43.0,64.0,67.0,CB,Defender
75.0,37.0,42.0,53.0,64.0,66.0,CB,Defender
69.0,57.0,65.0,68.0,48.0,60.0,CM,Midfielder
73.0,34.0,49.0,60.0,59.0,49.0,"LWB, LM",Defender
81.0,65.0,43.0,65.0,19.0,65.0,ST,Forward
54.0,42.0,51.0,49.0,64.0,71.0,"CB, CDM",Defender
70.0,39.0,59.0,58.0,63.0,71.0,"CB, LB",Defender
75.0,32.0,50.0,54.0,62.0,62.0,RB,Defender
76.0,49.0,60.0,65.0,48.0,60.0,"LM, CDM",Midfielder
77.0,52.0,57.0,66.0,48.0,59.0,"RM, LM",Midfielder
71.0,38.0,54.0,54.0,63.0,66.0,"CB, RB",Defender
68.0,58.0,57.0,64.0,59.0,63.0,"RB, RM",Defender
82.0,25.0,40.0,47.0,61.0,72.0,CB,Defender
70.0,60.0,56.0,65.0,37.0,61.0,"ST, CAM",Midfielder
71.0,53.0,63.0,69.0,59.0,70.0,"CM, LM",Midfielder
72.0,35.0,52.0,56.0,61.0,49.0,RB,Defender
76.0,37.0,50.0,59.0,66.0,65.0,"CB, LB",Defender
70.0,34.0,53.0,47.0,61.0,59.0,"RB, CB",Defender
75.0,63.0,57.0,67.0,24.0,48.0,"RM, CAM",Midfielder
81.0,64.0,49.0,60.0,28.0,71.0,"ST, CF",Forward
72.0,56.0,60.0,61.0,56.0,60.0,"CM, CDM",Midfielder
68.0,27.0,50.0,55.0,62.0,66.0,CB,Defender
64.0,61.0,59.0,72.0,29.0,53.0,"CAM, CM",Midfielder
82.0,26.0,42.0,54.0,63.0,68.0,CB,Defender
,,,,,,GK,Goalkeeper
58.0,32.0,44.0,48.0,67.0,57.0,CB,Defender
74.0,61.0,54.0,67.0,24.0,48.0,"LM, LW",Midfielder
68.0,33.0,50.0,53.0,65.0,65.0,"CB, LB",Defender
60.0,30.0,50.0,64.0,66.0,62.0,"CB, CDM, RB",Defender
71.0,22.0,38.0,45.0,64.0,69.0,CB,Defender
66.0,50.0,65.0,65.0,56.0,67.0,"CM, CDM",Midfielder
62.0,64.0,60.0,62.0,41.0,44.0,CAM,Midfielder
70.0,41.0,56.0,63.0,62.0,68.0,"CDM, CM",Midfielder
68.0,64.0,50.0,62.0,25.0,68.0,ST,Forward
57.0,66.0,42.0,58.0,29.0,69.0,ST,Forward
78.0,31.0,46.0,67.0,59.0,59.0,"RB, RM",Defender
63.0,26.0,40.0,44.0,63.0,76.0,CB,Defender
71.0,53.0,60.0,66.0,45.0,56.0,"RW, CM",Midfielder
60.0,28.0,44.0,47.0,64.0,64.0,"CB, LB",Defender
79.0,59.0,56.0,65.0,29.0,57.0,"RW, LW",Forward
47.0,33.0,46.0,50.0,62.0,76.0,CB,Defender
76.0,56.0,58.0,71.0,27.0,48.0,"RM, LM, CAM",Midfielder
58.0,40.0,59.0,56.0,63.0,66.0,"CB, RB",Defender
48.0,26.0,45.0,46.0,61.0,76.0,CB,Defender
77.0,62.0,49.0,64.0,27.0,60.0,ST,Forward
81.0,59.0,53.0,67.0,45.0,49.0,"LW, RW",Forward
65.0,49.0,66.0,65.0,55.0,55.0,"CM, CDM",Midfielder
61.0,57.0,63.0,67.0,60.0,59.0,"CDM, RM",Midfielder
87.0,60.0,55.0,67.0,25.0,57.0,"LM, ST, RM",Midfielder
65.0,55.0,66.0,64.0,54.0,57.0,CM,Midfielder
64.0,41.0,46.0,52.0,64.0,70.0,CB,Defender
67.0,34.0,55.0,60.0,64.0,67.0,CB,Defender
62.0,60.0,61.0,66.0,33.0,46.0,"RM, CAM, LM",Midfielder
69.0,62.0,48.0,66.0,22.0,66.0,ST,Forward
85.0,34.0,58.0,63.0,57.0,64.0,"RB, RM",Defender
77.0,58.0,60.0,68.0,45.0,54.0,"RW, CAM",Midfielder
80.0,63.0,55.0,67.0,31.0,47.0,"RW, LW, LM",Midfielder
74.0,46.0,55.0,60.0,58.0,67.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
69.0,44.0,56.0,58.0,57.0,62.0,LB,Defender
,,,,,,GK,Goalkeeper
64.0,31.0,45.0,43.0,64.0,67.0,CB,Defender
64.0,35.0,54.0,49.0,66.0,64.0,"CB, LB",Defender
,,,,,,GK,Goalkeeper
83.0,57.0,59.0,66.0,36.0,55.0,"RW, RM",Midfielder
76.0,53.0,58.0,65.0,56.0,57.0,"LM, LWB, LB",Defender
75.0,57.0,60.0,63.0,53.0,61.0,"RM, CM",Midfielder
66.0,57.0,66.0,70.0,54.0,51.0,CM,Midfielder
62.0,52.0,66.0,64.0,62.0,64.0,"CM, CDM",Midfielder
78.0,63.0,58.0,68.0,27.0,64.0,"LM, ST",Midfielder
66.0,54.0,65.0,67.0,39.0,64.0,"CAM, CM, RW",Midfielder
76.0,46.0,60.0,66.0,57.0,58.0,LB,Defender
64.0,52.0,63.0,67.0,48.0,52.0,"CM, CDM",Midfielder
65.0,52.0,58.0,59.0,60.0,79.0,"CDM, CB",Defender
70.0,65.0,49.0,65.0,25.0,54.0,ST,Forward
52.0,49.0,47.0,49.0,64.0,73.0,CB,Defender
70.0,61.0,60.0,67.0,28.0,47.0,LM,Midfielder
63.0,55.0,64.0,63.0,60.0,66.0,"CM, CDM",Midfielder
76.0,66.0,56.0,63.0,28.0,53.0,"RW, CF",Forward
,,,,,,GK,Goalkeeper
65.0,28.0,44.0,53.0,62.0,73.0,CB,Defender
64.0,59.0,62.0,64.0,62.0,68.0,"CM, CDM, CAM",Midfielder
67.0,62.0,58.0,68.0,30.0,52.0,LM,Midfielder
60.0,39.0,53.0,51.0,65.0,68.0,CDM,Midfielder
65.0,42.0,60.0,63.0,60.0,63.0,"CDM, CM",Midfielder
72.0,25.0,31.0,45.0,65.0,69.0,"CB, CDM, RB",Defender
65.0,37.0,49.0,54.0,63.0,64.0,"CB, LB",Defender
60.0,30.0,36.0,36.0,66.0,66.0,CB,Defender
68.0,66.0,46.0,60.0,25.0,73.0,ST,Forward
71.0,56.0,62.0,67.0,57.0,63.0,"CM, CDM, CAM",Midfielder
67.0,46.0,55.0,59.0,63.0,72.0,"CB, CDM, CM",Defender
71.0,59.0,66.0,62.0,52.0,58.0,"CAM, CM",Midfielder
